codfor,fornecedor,fantasia,sigla,a_vl,a_cmv,a_mc,a_qtde,a_cli,d_vl,d_cmv,d_mc,d_qtde,d_cli
06197,TIRRENO IND E COM PRODUTOS QUIM LITDA,TIRRENO,N,62.22,61.08,5.31,3,1,0.00,0.00,0.00,0,0
06197,TIRRENO IND E COM PRODUTOS QUIM LITDA,TIRRENO,,1019.11,980.18,38.82,59,8,49.55,45.72,8.29,3,2
06368,TERMOSINTER IND. E COM. LTDA,FORJISINTE,K,1713.57,1094.38,113.62,172,22,315.65,195.98,25.65,28,6
06368,TERMOSINTER IND. E COM. LTDA,FORJISINTE,O,53.24,32.34,7.92,2,1,25.80,14.66,0.86,10,1
06368,TERMOSINTER IND. E COM. LTDA,FORJISINTE,Q,845.45,525.57,70.15,88,6,27.48,16.11,4.36,2,1
06368,TERMOSINTER IND. E COM. LTDA,FORJISINTE,U,234.90,146.52,16.53,24,1,0.00,0.00,0.00,0,0
06368,TERMOSINTER IND. E COM. LTDA,FORJISINTE,,297.87,180.89,23.41,27,4,0.00,0.00,0.00,0,0
06675,EAGLE DO BRASIL LTDA,FRAM,B,0.00,0.00,0.00,0,0,16.84,13.19,4.43,1,1
06675,EAGLE DO BRASIL LTDA,FRAM,E,497.56,416.75,16.45,47,9,234.30,207.28,0.15,22,2
06675,EAGLE DO BRASIL LTDA,FRAM,F,405.69,348.09,40.28,35,8,199.08,216.32,9.66,19,7
06675,EAGLE DO BRASIL LTDA,FRAM,I,0.00,0.00,0.00,0,0,11.32,11.94,1.01,1,1
06675,EAGLE DO BRASIL LTDA,FRAM,K,11937.82,10551.99,520.32,994,83,8398.78,10393.13,-95.86,915,55
06675,EAGLE DO BRASIL LTDA,FRAM,M,25.94,16.76,3.09,2,1,46.17,71.46,-1.60,9,1
06675,EAGLE DO BRASIL LTDA,FRAM,N,0.00,0.00,0.00,0,0,24.74,37.16,-12.90,2,1
06675,EAGLE DO BRASIL LTDA,FRAM,O,182.69,149.93,9.35,14,3,0.00,0.00,0.00,0,0
06675,EAGLE DO BRASIL LTDA,FRAM,,2408.04,2318.42,120.24,206,27,4721.19,5469.84,-21.45,463,44
07069,AML COMERCIAL LTDA,AML,F,12.44,10.18,2.73,2,1,0.00,0.00,0.00,0,0
07069,AML COMERCIAL LTDA,AML,I,11.10,10.18,4.46,2,2,0.00,0.00,0.00,0,0
07069,AML COMERCIAL LTDA,AML,K,841.06,829.67,22.30,163,11,0.00,0.00,0.00,0,0
07069,AML COMERCIAL LTDA,AML,M,77.10,76.35,9.20,15,1,0.00,0.00,0.00,0,0
07069,AML COMERCIAL LTDA,AML,N,246.72,244.32,1.84,48,1,0.00,0.00,0.00,0,0
07069,AML COMERCIAL LTDA,AML,,965.86,931.47,43.08,183,15,0.00,0.00,0.00,0,0
07085,SONIA SERTANEJO NETO EIRELI - ME,BRILHO EST,B,35.80,31.30,1.34,10,1,0.00,0.00,0.00,0,0
07085,SONIA SERTANEJO NETO EIRELI - ME,BRILHO EST,F,397.44,386.81,7.29,137,4,0.00,0.00,0.00,0,0
07085,SONIA SERTANEJO NETO EIRELI - ME,BRILHO EST,I,8.42,6.26,1.88,2,1,113.10,96.60,1.49,30,1
07085,SONIA SERTANEJO NETO EIRELI - ME,BRILHO EST,K,6185.50,5965.77,79.75,1929,45,2195.14,2116.06,30.98,658,25
07085,SONIA SERTANEJO NETO EIRELI - ME,BRILHO EST,,2172.10,2031.02,67.25,654,26,1013.91,963.30,22.22,300,16
07371,IVA INDUSTRIA DE COM. AUTOMOTIVOS LTDA,IVA,E,146.82,110.63,7.84,6,2,52.72,36.88,5.58,2,1
07371,IVA INDUSTRIA DE COM. AUTOMOTIVOS LTDA,IVA,K,6053.84,4528.12,344.00,375,28,2799.97,1963.08,184.33,140,19
07371,IVA INDUSTRIA DE COM. AUTOMOTIVOS LTDA,IVA,O,714.66,535.18,18.23,50,3,236.20,165.94,16.28,9,2
07371,IVA INDUSTRIA DE COM. AUTOMOTIVOS LTDA,IVA,Q,1168.73,855.17,56.83,58,3,700.74,521.22,89.49,15,3
07371,IVA INDUSTRIA DE COM. AUTOMOTIVOS LTDA,IVA,U,3755.65,2750.80,239.24,174,4,987.30,695.59,38.91,42,3
07371,IVA INDUSTRIA DE COM. AUTOMOTIVOS LTDA,IVA,,259.11,165.94,15.40,9,2,0.00,0.00,0.00,0,0
07615,DRIV BRASIL SOLUCOES AUT.,MONR&AXIOS,B,4887.54,4090.14,622.71,62,8,1332.30,1112.38,181.01,9,5
07615,DRIV BRASIL SOLUCOES AUT.,MONR&AXIOS,E,93463.20,79524.97,3842.25,1394,42,15767.91,12752.69,1068.98,218,30
07615,DRIV BRASIL SOLUCOES AUT.,MONR&AXIOS,F,38295.79,28281.13,6191.44,543,65,7461.78,5516.94,1516.53,91,22
07615,DRIV BRASIL SOLUCOES AUT.,MONR&AXIOS,I,11030.76,6452.07,2987.12,82,37,4943.12,2926.53,1416.22,30,13
07615,DRIV BRASIL SOLUCOES AUT.,MONR&AXIOS,J,3584.03,3014.05,666.98,24,2,401.62,361.56,62.89,7,2
07615,DRIV BRASIL SOLUCOES AUT.,MONR&AXIOS,K,1135843.47,912900.28,130313.82,14527,1027,353659.67,281105.11,44645.05,4807,629
07615,DRIV BRASIL SOLUCOES AUT.,MONR&AXIOS,M,1927.66,1676.76,320.19,18,4,690.67,604.15,145.00,7,2
07615,DRIV BRASIL SOLUCOES AUT.,MONR&AXIOS,N,6377.93,6039.52,589.13,68,2,1419.37,1398.92,166.64,23,2
07615,DRIV BRASIL SOLUCOES AUT.,MONR&AXIOS,O,101325.82,85046.51,4978.73,1598,53,31031.27,25125.38,1889.25,452,40
07615,DRIV BRASIL SOLUCOES AUT.,MONR&AXIOS,Q,1732.68,1344.69,153.88,25,5,151.80,120.02,14.32,5,2
07615,DRIV BRASIL SOLUCOES AUT.,MONR&AXIOS,U,140.54,100.46,20.39,4,1,125.55,87.06,26.55,1,1
07615,DRIV BRASIL SOLUCOES AUT.,MONR&AXIOS,,254367.57,209682.42,37966.24,3474,348,110609.44,94875.57,15341.85,1598,222
07687,TUROTEST MEDIDORES LTDA,TUROTEST,E,323.60,229.66,26.95,2,1,0.00,0.00,0.00,0,0
07687,TUROTEST MEDIDORES LTDA,TUROTEST,K,6283.62,4469.06,757.80,45,18,1046.84,697.99,218.46,9,6
07687,TUROTEST MEDIDORES LTDA,TUROTEST,O,3933.83,2835.79,602.99,22,6,451.93,299.49,95.49,3,3
07687,TUROTEST MEDIDORES LTDA,TUROTEST,Q,5154.86,3841.03,574.84,32,9,1070.16,752.37,91.96,8,3
07687,TUROTEST MEDIDORES LTDA,TUROTEST,U,6067.23,4628.02,478.09,38,1,840.96,607.32,109.49,6,1
07966,RKG AUTOMOTIVA EIRELI,RIKKOPARTS,F,719.52,569.46,220.22,4,4,0.00,0.00,0.00,0,0
07966,RKG AUTOMOTIVA EIRELI,RIKKOPARTS,I,822.35,474.73,356.10,4,4,87.03,50.53,36.50,1,1
07966,RKG AUTOMOTIVA EIRELI,RIKKOPARTS,J,0.00,0.00,0.00,0,0,322.06,277.11,81.08,2,1
07966,RKG AUTOMOTIVA EIRELI,RIKKOPARTS,K,2510.68,2071.20,702.18,19,15,2135.86,1834.28,514.22,16,11
07966,RKG AUTOMOTIVA EIRELI,RIKKOPARTS,M,0.00,0.00,0.00,0,0,322.06,277.11,81.08,2,1
07966,RKG AUTOMOTIVA EIRELI,RIKKOPARTS,,2492.57,2127.64,640.96,18,11,1560.27,1265.44,453.48,9,5
08027,DEVIGILI & VARITY COM IMP E EXP LTDA,DEVIGILI,B,242.33,188.16,54.87,5,2,0.00,0.00,0.00,0,0
08027,DEVIGILI & VARITY COM IMP E EXP LTDA,DEVIGILI,E,0.00,0.00,0.00,0,0,85.47,59.21,22.03,1,1
08027,DEVIGILI & VARITY COM IMP E EXP LTDA,DEVIGILI,F,2064.66,1353.92,732.94,16,13,705.60,561.05,203.67,4,4
08027,DEVIGILI & VARITY COM IMP E EXP LTDA,DEVIGILI,I,386.70,181.37,161.16,6,6,0.00,0.00,0.00,0,0
08027,DEVIGILI & VARITY COM IMP E EXP LTDA,DEVIGILI,K,28800.57,23342.21,6919.25,331,128,6075.42,4855.49,1579.89,58,45
08027,DEVIGILI & VARITY COM IMP E EXP LTDA,DEVIGILI,M,42.21,28.68,11.40,1,1,50.39,34.66,13.21,3,2
08027,DEVIGILI & VARITY COM IMP E EXP LTDA,DEVIGILI,N,140.98,97.77,36.25,2,1,0.00,0.00,0.00,0,0
08027,DEVIGILI & VARITY COM IMP E EXP LTDA,DEVIGILI,O,265.99,169.07,71.23,1,1,0.00,0.00,0.00,0,0
08027,DEVIGILI & VARITY COM IMP E EXP LTDA,DEVIGILI,,20576.90,16207.23,5349.58,219,100,2584.20,1939.59,609.26,45,24
08028,MANDO MACHINERY DIST DE AUTOPECAS LTDA,MANDO,F,1250.39,1108.94,306.34,1,1,0.00,0.00,0.00,0,0
08028,MANDO MACHINERY DIST DE AUTOPECAS LTDA,MANDO,K,36202.22,33352.41,4696.81,31,13,0.00,0.00,0.00,0,0
08028,MANDO MACHINERY DIST DE AUTOPECAS LTDA,MANDO,,0.00,0.00,0.00,0,0,1429.35,1267.64,350.20,1,1
08047,BF DO BRASIL IND E COM DE PECAS AUT LTDA,BLUE FRICT,B,325.01,261.53,100.24,2,2,138.17,109.00,44.30,1,1
08047,BF DO BRASIL IND E COM DE PECAS AUT LTDA,BLUE FRICT,E,0.00,0.00,0.00,0,0,594.68,330.85,51.03,4,1
08047,BF DO BRASIL IND E COM DE PECAS AUT LTDA,BLUE FRICT,F,291.98,231.98,92.35,2,2,0.00,0.00,0.00,0,0
08047,BF DO BRASIL IND E COM DE PECAS AUT LTDA,BLUE FRICT,I,700.46,393.49,308.75,3,2,0.00,0.00,0.00,0,0
08047,BF DO BRASIL IND E COM DE PECAS AUT LTDA,BLUE FRICT,K,5393.06,4117.73,1620.88,37,26,5301.91,3665.51,1634.51,34,21
08047,BF DO BRASIL IND E COM DE PECAS AUT LTDA,BLUE FRICT,M,136.01,108.40,42.75,1,1,0.00,0.00,0.00,0,0
08047,BF DO BRASIL IND E COM DE PECAS AUT LTDA,BLUE FRICT,O,188.98,111.00,59.22,1,1,1097.42,605.64,381.37,5,4
08047,BF DO BRASIL IND E COM DE PECAS AUT LTDA,BLUE FRICT,U,518.42,301.53,165.33,2,1,0.00,0.00,0.00,0,0
08047,BF DO BRASIL IND E COM DE PECAS AUT LTDA,BLUE FRICT,,2284.93,1714.02,771.85,13,11,1140.68,837.86,365.70,8,6
08134,HEXXLOG LOGISTICA E SERVICOS DE TRANSPOR,HEXXLUB,B,1281.60,1456.80,9.65,96,1,0.00,0.00,0.00,0,0
08134,HEXXLOG LOGISTICA E SERVICOS DE TRANSPOR,HEXXLUB,E,994.08,315.84,8.62,48,1,209.60,63.29,6.42,8,1
08134,HEXXLOG LOGISTICA E SERVICOS DE TRANSPOR,HEXXLUB,F,3760.55,2932.43,487.60,195,27,119.26,103.80,18.72,5,2
08134,HEXXLOG LOGISTICA E SERVICOS DE TRANSPOR,HEXXLUB,I,1200.27,803.36,162.13,50,15,392.57,259.44,48.16,10,3
08134,HEXXLOG LOGISTICA E SERVICOS DE TRANSPOR,HEXXLUB,J,322.08,365.76,2.74,24,1,0.00,0.00,0.00,0,0
08134,HEXXLOG LOGISTICA E SERVICOS DE TRANSPOR,HEXXLUB,K,48751.57,50814.67,1296.97,3355,104,12336.63,8611.38,600.22,515,52
08134,HEXXLOG LOGISTICA E SERVICOS DE TRANSPOR,HEXXLUB,N,1451.63,1604.16,14.94,103,2,0.00,0.00,0.00,0,0
08134,HEXXLOG LOGISTICA E SERVICOS DE TRANSPOR,HEXXLUB,O,0.00,0.00,0.00,0,0,864.60,261.07,32.10,33,4
08134,HEXXLOG LOGISTICA E SERVICOS DE TRANSPOR,HEXXLUB,,57596.58,54668.07,1998.23,4336,127,3768.98,3523.95,355.37,143,27
