codfor,fornecedor,fantasia,sigla,a_vl,a_cmv,a_mc,a_qtde,a_cli,d_vl,d_cmv,d_mc,d_qtde,d_cli
00493,JAMAICA IND DE ARTEFATOS DE BORRACHA LT,JAMAICA,,26785.07,19976.28,6591.42,609,159,11180.75,8346.30,2710.50,227,99
00496,PECISTA REP. DIST. AUTO PECAS LTDA,PECISTA,B,0.11,0.11,0.00,11,10,0.00,0.00,0.00,0,0
00496,PECISTA REP. DIST. AUTO PECAS LTDA,PECISTA,E,0.41,0.41,0.00,41,40,0.00,0.00,0.00,0,0
00496,PECISTA REP. DIST. AUTO PECAS LTDA,PECISTA,F,0.86,0.86,0.00,86,81,0.00,0.00,0.00,0,0
00496,PECISTA REP. DIST. AUTO PECAS LTDA,PECISTA,I,0.03,0.03,0.00,3,3,0.00,0.00,0.00,0,0
00496,PECISTA REP. DIST. AUTO PECAS LTDA,PECISTA,J,0.04,0.04,0.00,4,3,0.00,0.00,0.00,0,0
00496,PECISTA REP. DIST. AUTO PECAS LTDA,PECISTA,K,13.29,13.29,0.00,1329,1252,0.00,0.00,0.00,0,0
00496,PECISTA REP. DIST. AUTO PECAS LTDA,PECISTA,M,0.05,0.05,0.00,5,4,0.00,0.00,0.00,0,0
00496,PECISTA REP. DIST. AUTO PECAS LTDA,PECISTA,N,0.04,0.04,0.00,4,2,0.00,0.00,0.00,0,0
00496,PECISTA REP. DIST. AUTO PECAS LTDA,PECISTA,O,0.54,0.54,0.00,54,49,0.00,0.00,0.00,0,0
00496,PECISTA REP. DIST. AUTO PECAS LTDA,PECISTA,Q,0.18,0.18,0.00,18,18,0.00,0.00,0.00,0,0
00496,PECISTA REP. DIST. AUTO PECAS LTDA,PECISTA,U,0.03,0.03,0.00,3,3,0.00,0.00,0.00,0,0
00496,PECISTA REP. DIST. AUTO PECAS LTDA,PECISTA,,11.31,11.17,1.55,495,482,0.00,0.00,0.00,0,0
00498,ATB IND.E COM.DE ADESIVOS LTDA,TEK BOND,F,0.00,0.00,0.00,0,0,31.96,28.78,10.89,1,1
00498,ATB IND.E COM.DE ADESIVOS LTDA,TEK BOND,K,152.00,163.09,16.18,9,3,468.22,538.67,51.49,33,9
00498,ATB IND.E COM.DE ADESIVOS LTDA,TEK BOND,O,0.00,0.00,0.00,0,0,23.14,11.28,8.52,1,1
00498,ATB IND.E COM.DE ADESIVOS LTDA,TEK BOND,,13.82,16.38,3.97,1,1,464.06,527.56,49.61,32,7
00501,MREF COM DE PECAS AUTOM EIRELI EPP,DOFAB,B,0.00,0.00,0.00,0,0,24.02,18.47,6.30,1,1
00501,MREF COM DE PECAS AUTOM EIRELI EPP,DOFAB,E,1096.12,686.69,173.47,80,15,62.35,35.84,17.36,4,3
00501,MREF COM DE PECAS AUTOM EIRELI EPP,DOFAB,F,614.86,398.41,135.78,31,9,177.75,123.94,56.34,4,3
00501,MREF COM DE PECAS AUTOM EIRELI EPP,DOFAB,I,77.77,41.26,35.27,4,3,0.00,0.00,0.00,0,0
00501,MREF COM DE PECAS AUTOM EIRELI EPP,DOFAB,K,13581.55,9327.76,2728.82,720,225,4231.10,2948.34,919.79,194,79
00501,MREF COM DE PECAS AUTOM EIRELI EPP,DOFAB,M,66.26,49.12,9.39,4,2,92.54,63.10,27.00,3,2
00501,MREF COM DE PECAS AUTOM EIRELI EPP,DOFAB,N,703.70,519.24,123.82,33,1,175.02,114.27,34.71,7,1
00501,MREF COM DE PECAS AUTOM EIRELI EPP,DOFAB,O,884.33,556.46,162.36,58,17,341.36,201.34,101.39,15,9
00501,MREF COM DE PECAS AUTOM EIRELI EPP,DOFAB,U,15.58,10.00,4.17,1,1,224.40,135.00,20.61,10,1
00501,MREF COM DE PECAS AUTOM EIRELI EPP,DOFAB,,6406.14,4632.96,1073.77,381,88,1105.66,793.65,304.48,53,32
00502,B F X BORRACHAS AUTOMOTIVAS EIRELI,BORFLEX,F,0.00,0.00,0.00,0,0,18.67,20.13,-0.12,1,1
00502,B F X BORRACHAS AUTOMOTIVAS EIRELI,BORFLEX,K,128.50,133.52,0.72,3,2,172.77,182.91,4.45,6,3
00502,B F X BORRACHAS AUTOMOTIVAS EIRELI,BORFLEX,,176.04,176.35,6.56,7,4,98.52,111.14,-3.90,5,3
00503,PYSKO COM. IMP. EXP. DE AUTO PECAS LTDA,FREMEC,B,129.73,106.55,34.36,1,1,163.48,134.26,43.31,1,1
00503,PYSKO COM. IMP. EXP. DE AUTO PECAS LTDA,FREMEC,E,0.00,0.00,0.00,0,0,167.73,93.35,53.19,1,1
00503,PYSKO COM. IMP. EXP. DE AUTO PECAS LTDA,FREMEC,F,339.69,218.50,138.92,1,1,0.00,0.00,0.00,0,0
00503,PYSKO COM. IMP. EXP. DE AUTO PECAS LTDA,FREMEC,I,448.22,260.72,181.49,2,1,0.00,0.00,0.00,0,0
00503,PYSKO COM. IMP. EXP. DE AUTO PECAS LTDA,FREMEC,K,8864.83,6845.54,2335.55,40,32,2521.45,1944.61,680.07,12,10
00503,PYSKO COM. IMP. EXP. DE AUTO PECAS LTDA,FREMEC,M,0.00,0.00,0.00,0,0,159.55,131.04,42.27,1,1
00503,PYSKO COM. IMP. EXP. DE AUTO PECAS LTDA,FREMEC,N,251.29,210.67,63.11,2,1,430.09,354.02,113.30,3,1
00503,PYSKO COM. IMP. EXP. DE AUTO PECAS LTDA,FREMEC,O,757.61,478.33,212.92,5,5,0.00,0.00,0.00,0,0
00503,PYSKO COM. IMP. EXP. DE AUTO PECAS LTDA,FREMEC,,5195.87,4124.09,1423.29,24,19,2201.57,1695.18,674.61,12,9
00504,IGASA S.A IND. E COMERCIO DE AUTO PECAS,IGASA,B,0.00,0.00,0.00,0,0,173.42,131.58,45.53,1,1
00504,IGASA S.A IND. E COMERCIO DE AUTO PECAS,IGASA,F,779.27,539.62,244.51,6,5,130.94,77.79,51.04,1,1
00504,IGASA S.A IND. E COMERCIO DE AUTO PECAS,IGASA,I,235.29,132.92,99.85,1,1,0.00,0.00,0.00,0,0
00504,IGASA S.A IND. E COMERCIO DE AUTO PECAS,IGASA,K,7342.82,5601.55,1873.06,55,39,1132.69,851.08,303.81,8,6
00504,IGASA S.A IND. E COMERCIO DE AUTO PECAS,IGASA,M,0.00,0.00,0.00,0,0,336.74,263.16,82.46,2,1
00504,IGASA S.A IND. E COMERCIO DE AUTO PECAS,IGASA,N,447.66,346.32,112.38,3,1,0.00,0.00,0.00,0,0
00504,IGASA S.A IND. E COMERCIO DE AUTO PECAS,IGASA,,2903.45,2160.94,763.42,22,19,687.09,511.89,187.69,5,4
00506,PLATINA IND. E COM. DE AUTO PECAS LTDA,SULOY,K,1197.12,907.28,78.98,12,3,668.52,435.84,57.78,4,1
00506,PLATINA IND. E COM. DE AUTO PECAS LTDA,SULOY,,430.56,327.08,28.26,4,1,0.00,0.00,0.00,0,0
00515,DANI CONDUTORES ELETRICOS LTDA,DNI,B,1045.12,687.52,97.03,127,5,405.32,250.83,52.20,33,4
00515,DANI CONDUTORES ELETRICOS LTDA,DNI,E,4070.31,2556.25,421.71,252,12,1140.67,722.44,104.87,78,8
00515,DANI CONDUTORES ELETRICOS LTDA,DNI,F,1961.64,1192.00,420.14,146,16,208.90,143.95,54.42,7,4
00515,DANI CONDUTORES ELETRICOS LTDA,DNI,I,704.55,342.22,278.59,6,5,0.00,0.00,0.00,0,0
00515,DANI CONDUTORES ELETRICOS LTDA,DNI,K,65135.35,45121.70,7881.44,5024,343,20259.85,13471.05,3053.69,1409,184
00515,DANI CONDUTORES ELETRICOS LTDA,DNI,M,2513.54,1746.19,441.31,108,4,277.78,179.81,21.83,25,3
00515,DANI CONDUTORES ELETRICOS LTDA,DNI,N,1208.92,895.43,230.59,62,2,420.30,256.99,89.64,11,2
00515,DANI CONDUTORES ELETRICOS LTDA,DNI,O,9540.93,6105.90,1189.76,615,27,2718.98,1609.40,403.44,185,16
00515,DANI CONDUTORES ELETRICOS LTDA,DNI,Q,7288.83,4945.95,598.48,469,15,2402.54,1551.69,304.95,135,9
00515,DANI CONDUTORES ELETRICOS LTDA,DNI,U,7182.79,4985.17,621.19,354,3,1807.97,1194.13,140.97,169,1
00515,DANI CONDUTORES ELETRICOS LTDA,DNI,,42239.41,31020.54,6351.58,3174,175,11056.75,8432.45,1592.79,930,104
00520,NITERRA DO BRASIL LTDA,NGK,B,7503.02,6345.60,789.34,162,10,1958.95,1535.38,265.82,40,6
00520,NITERRA DO BRASIL LTDA,NGK,E,499526.55,416775.30,9424.24,17606,52,58718.89,48414.67,1935.24,1885,40
00520,NITERRA DO BRASIL LTDA,NGK,F,69074.73,59561.91,5786.98,1479,76,17607.45,15630.57,1166.66,347,26
00520,NITERRA DO BRASIL LTDA,NGK,I,11074.35,7058.04,2537.87,187,53,6328.57,3913.86,1560.83,92,24
00520,NITERRA DO BRASIL LTDA,NGK,J,504.33,451.66,82.76,7,2,63.96,56.49,3.95,3,1
00520,NITERRA DO BRASIL LTDA,NGK,K,1134574.89,910152.79,108362.90,25957,1060,321102.05,251373.21,36081.54,6760,643
00520,NITERRA DO BRASIL LTDA,NGK,M,22240.57,18826.16,790.81,1085,3,396.18,390.98,57.24,9,3
00520,NITERRA DO BRASIL LTDA,NGK,N,11131.34,9669.24,1184.96,291,2,7539.84,6400.41,727.42,183,2
00520,NITERRA DO BRASIL LTDA,NGK,O,163855.36,133888.30,6955.82,5169,60,28882.82,22234.73,2347.98,598,35
00520,NITERRA DO BRASIL LTDA,NGK,Q,8066.14,6272.70,545.43,217,12,1810.01,1268.87,147.15,59,6
00520,NITERRA DO BRASIL LTDA,NGK,U,9136.09,6976.24,570.15,286,3,2405.93,1770.97,203.43,77,3
00520,NITERRA DO BRASIL LTDA,NGK,,353207.67,296321.71,47975.13,7225,378,112114.86,93094.23,14871.58,2218,254
00522,DSC AUTOPECAS LTDA,DSC,B,55.62,40.71,10.63,3,1,0.00,0.00,0.00,0,0
00522,DSC AUTOPECAS LTDA,DSC,E,3072.62,1810.86,329.89,1152,22,272.80,150.94,70.80,7,4
00522,DSC AUTOPECAS LTDA,DSC,F,321.63,190.09,110.25,9,8,103.62,68.10,33.66,2,2
00522,DSC AUTOPECAS LTDA,DSC,I,53.35,29.17,22.64,1,1,0.00,0.00,0.00,0,0
00522,DSC AUTOPECAS LTDA,DSC,K,11936.67,7250.98,1515.89,7374,170,2349.71,1452.80,445.23,703,54
00522,DSC AUTOPECAS LTDA,DSC,M,493.18,344.95,93.33,18,3,64.10,47.12,16.85,2,2
00522,DSC AUTOPECAS LTDA,DSC,N,53.81,40.77,13.18,2,1,12.72,9.64,1.55,2,1
00522,DSC AUTOPECAS LTDA,DSC,O,1562.37,927.63,315.73,368,24,366.30,213.71,81.34,17,7
00522,DSC AUTOPECAS LTDA,DSC,Q,547.33,327.37,76.53,25,6,0.00,0.00,0.00,0,0
00522,DSC AUTOPECAS LTDA,DSC,U,278.78,163.39,31.36,215,2,0.00,0.00,0.00,0,0
00522,DSC AUTOPECAS LTDA,DSC,,2587.22,1701.10,401.04,1222,61,1150.52,766.94,179.23,463,23
00523,NSK BRASIL LTDA,NSK,B,1159.43,719.81,85.55,51,2,366.66,226.71,17.98,15,2
00523,NSK BRASIL LTDA,NSK,E,797.53,470.96,140.55,17,5,121.64,67.66,18.61,2,1
00523,NSK BRASIL LTDA,NSK,F,898.74,532.61,183.29,18,10,261.41,145.07,100.33,4,2
00523,NSK BRASIL LTDA,NSK,I,173.94,83.80,44.33,3,2,0.00,0.00,0.00,0,0
00523,NSK BRASIL LTDA,NSK,K,35795.03,22919.99,4017.80,1315,225,5811.49,3560.96,710.05,230,55
00523,NSK BRASIL LTDA,NSK,M,303.93,210.40,14.72,13,2,50.65,35.77,12.41,1,1
00523,NSK BRASIL LTDA,NSK,N,60.61,42.39,15.24,1,1,206.28,144.24,8.65,6,1
00523,NSK BRASIL LTDA,NSK,O,2131.32,1274.53,248.64,84,13,532.23,285.65,133.49,17,3
00523,NSK BRASIL LTDA,NSK,Q,626.24,377.06,62.49,30,4,881.54,503.84,32.95,32,1
00523,NSK BRASIL LTDA,NSK,U,2563.81,1684.27,87.04,103,3,55.69,30.08,17.90,1,1
00523,NSK BRASIL LTDA,NSK,,13061.09,8519.95,1735.58,491,95,2096.51,1375.55,288.08,70,25
00527,ROBERT BOSCH LIMITADA,BOSCH,B,7517.60,6112.65,717.53,231,10,1208.46,905.37,135.16,41,6
00527,ROBERT BOSCH LIMITADA,BOSCH,E,65729.09,54598.91,3186.12,1189,42,13935.10,11368.93,806.77,323,32
00527,ROBERT BOSCH LIMITADA,BOSCH,F,30577.13,23325.33,4252.43,791,59,6120.69,4389.87,1073.75,59,19
00527,ROBERT BOSCH LIMITADA,BOSCH,I,10690.68,6447.29,2674.57,99,39,1126.88,628.77,471.04,10,10
00527,ROBERT BOSCH LIMITADA,BOSCH,J,76265.84,79250.55,424.61,2783,2,22588.05,23511.10,94.85,820,1
00527,ROBERT BOSCH LIMITADA,BOSCH,K,624548.03,500936.06,69273.37,12062,977,182046.01,142178.97,24803.61,2805,559
00527,ROBERT BOSCH LIMITADA,BOSCH,M,6673.19,6176.96,721.88,65,4,1007.43,816.30,206.68,13,2
00527,ROBERT BOSCH LIMITADA,BOSCH,N,4930.90,4778.95,547.01,74,2,1961.13,1999.53,199.06,36,2
00527,ROBERT BOSCH LIMITADA,BOSCH,O,51896.47,41839.43,3177.82,1140,54,18267.13,14252.41,1548.14,286,37
00527,ROBERT BOSCH LIMITADA,BOSCH,Q,10408.23,8179.04,601.47,258,14,4514.50,3460.54,323.74,55,9
00527,ROBERT BOSCH LIMITADA,BOSCH,U,3379.83,2732.29,131.31,92,4,839.00,660.26,63.43,20,4
00527,ROBERT BOSCH LIMITADA,BOSCH,,255424.99,215811.24,35562.58,5942,376,60565.42,49053.94,9833.27,1088,226
00557,SNAP-ON DO BRASIL COMERCIO E IND. LTDA,SUN ELETRI,B,2709.70,2486.89,13.51,182,5,872.48,798.00,11.76,50,3
00557,SNAP-ON DO BRASIL COMERCIO E IND. LTDA,SUN ELETRI,E,93234.10,81975.29,168.91,5501,43,15822.17,12688.38,85.44,971,16
00557,SNAP-ON DO BRASIL COMERCIO E IND. LTDA,SUN ELETRI,F,18609.78,15798.72,1058.36,1206,74,3188.57,2716.48,290.45,232,21
00557,SNAP-ON DO BRASIL COMERCIO E IND. LTDA,SUN ELETRI,I,8291.74,7355.81,803.64,881,61,2752.67,2428.89,254.75,281,16
00557,SNAP-ON DO BRASIL COMERCIO E IND. LTDA,SUN ELETRI,J,2001.81,1979.09,7.76,189,2,350.08,265.06,17.07,20,2
00557,SNAP-ON DO BRASIL COMERCIO E IND. LTDA,SUN ELETRI,K,456442.16,399628.75,8452.81,26988,866,148869.49,131280.84,3055.86,7898,423
00557,SNAP-ON DO BRASIL COMERCIO E IND. LTDA,SUN ELETRI,M,7744.46,7573.65,-2.01,421,2,0.00,0.00,0.00,0,0
00557,SNAP-ON DO BRASIL COMERCIO E IND. LTDA,SUN ELETRI,N,9223.58,8629.83,22.95,527,2,3668.40,3297.00,12.81,208,1
00557,SNAP-ON DO BRASIL COMERCIO E IND. LTDA,SUN ELETRI,O,56077.07,48938.57,315.83,3215,45,23924.03,21191.10,80.41,1153,23
00557,SNAP-ON DO BRASIL COMERCIO E IND. LTDA,SUN ELETRI,Q,3850.20,3263.24,24.25,260,9,595.08,489.38,3.80,48,3
00557,SNAP-ON DO BRASIL COMERCIO E IND. LTDA,SUN ELETRI,U,4546.45,3868.82,20.68,326,3,281.04,218.06,2.80,24,2
00557,SNAP-ON DO BRASIL COMERCIO E IND. LTDA,SUN ELETRI,,152726.18,138941.63,6390.49,9406,396,55134.78,51140.29,2373.62,3055,243
00572,PHINIA DO BRASIL PRODUTOS AUTOMOT. LTDA,DELCO REMY,B,1211.56,1047.48,255.99,3,3,499.44,406.18,102.43,1,1
00572,PHINIA DO BRASIL PRODUTOS AUTOMOT. LTDA,DELCO REMY,E,4745.97,3339.43,874.97,39,7,190.99,126.53,47.00,2,2
00572,PHINIA DO BRASIL PRODUTOS AUTOMOT. LTDA,DELCO REMY,F,1280.71,836.80,406.39,6,6,814.66,601.19,218.94,3,2
00572,PHINIA DO BRASIL PRODUTOS AUTOMOT. LTDA,DELCO REMY,I,2439.84,1432.77,965.16,3,3,796.28,488.70,299.06,2,2
00572,PHINIA DO BRASIL PRODUTOS AUTOMOT. LTDA,DELCO REMY,K,56013.23,41014.53,11120.95,277,139,17847.31,13155.95,3909.25,95,63
00572,PHINIA DO BRASIL PRODUTOS AUTOMOT. LTDA,DELCO REMY,M,1498.27,1279.57,248.72,15,3,89.64,79.30,9.36,2,1
00572,PHINIA DO BRASIL PRODUTOS AUTOMOT. LTDA,DELCO REMY,N,134.10,100.34,20.76,2,1,0.00,0.00,0.00,0,0
00572,PHINIA DO BRASIL PRODUTOS AUTOMOT. LTDA,DELCO REMY,O,11114.79,7364.89,2137.91,67,13,2711.03,1661.06,626.59,19,6
00572,PHINIA DO BRASIL PRODUTOS AUTOMOT. LTDA,DELCO REMY,Q,3192.71,2057.44,611.28,29,13,3187.81,2062.22,631.77,25,10
00572,PHINIA DO BRASIL PRODUTOS AUTOMOT. LTDA,DELCO REMY,U,6581.50,4361.35,1148.01,41,4,3400.12,2197.94,398.94,37,4
00572,PHINIA DO BRASIL PRODUTOS AUTOMOT. LTDA,DELCO REMY,,29831.10,23189.83,6549.23,140,70,8978.30,6738.37,2083.15,41,26
00573,VALEO SISTEMAS AUTOMOTIVOS LTDA,VALEO,B,1633.36,1419.31,262.23,4,3,0.00,0.00,0.00,0,0
00573,VALEO SISTEMAS AUTOMOTIVOS LTDA,VALEO,E,23006.69,19111.24,1812.00,154,28,6551.19,5324.31,600.08,28,12
00573,VALEO SISTEMAS AUTOMOTIVOS LTDA,VALEO,F,12690.31,10050.02,2809.57,47,26,2507.46,1750.29,878.62,7,6
00573,VALEO SISTEMAS AUTOMOTIVOS LTDA,VALEO,I,6857.31,4091.66,2820.86,14,14,3057.39,1782.05,1286.21,6,6
00573,VALEO SISTEMAS AUTOMOTIVOS LTDA,VALEO,K,284019.97,228698.50,49009.80,1334,525,95863.46,75771.69,18561.66,374,220
00573,VALEO SISTEMAS AUTOMOTIVOS LTDA,VALEO,M,1754.53,1592.49,300.82,13,4,1275.65,1247.43,242.89,7,2
00573,VALEO SISTEMAS AUTOMOTIVOS LTDA,VALEO,N,2093.43,1943.10,288.70,11,2,1552.42,1549.27,215.70,6,1
00573,VALEO SISTEMAS AUTOMOTIVOS LTDA,VALEO,O,25524.15,21124.79,2273.80,154,32,6952.26,5835.86,701.74,38,22
00573,VALEO SISTEMAS AUTOMOTIVOS LTDA,VALEO,Q,6491.29,5313.86,432.69,67,10,1113.44,832.01,105.42,8,4
00573,VALEO SISTEMAS AUTOMOTIVOS LTDA,VALEO,U,6857.49,5758.90,249.32,84,3,3930.51,3197.84,321.78,31,4
00573,VALEO SISTEMAS AUTOMOTIVOS LTDA,VALEO,,123703.15,102224.11,26589.88,483,214,44996.16,37644.55,10414.47,143,97
00587,COBIX INDUSTRIA E COMER. DE METAIS LTDA,COBIX,B,74.76,75.66,3.43,6,1,0.00,0.00,0.00,0,0
00587,COBIX INDUSTRIA E COMER. DE METAIS LTDA,COBIX,E,287.90,162.10,79.84,2,2,0.00,0.00,0.00,0,0
00587,COBIX INDUSTRIA E COMER. DE METAIS LTDA,COBIX,F,216.37,195.11,63.38,4,2,31.50,30.04,4.83,2,1
00587,COBIX INDUSTRIA E COMER. DE METAIS LTDA,COBIX,K,5399.74,4026.62,1077.01,149,40,1329.22,1235.84,294.42,28,14
00587,COBIX INDUSTRIA E COMER. DE METAIS LTDA,COBIX,M,48.40,50.44,6.28,4,1,0.00,0.00,0.00,0,0
00587,COBIX INDUSTRIA E COMER. DE METAIS LTDA,COBIX,N,150.97,157.28,38.42,1,1,0.00,0.00,0.00,0,0
00587,COBIX INDUSTRIA E COMER. DE METAIS LTDA,COBIX,O,570.96,315.57,122.76,18,4,114.94,59.10,37.50,1,1
00587,COBIX INDUSTRIA E COMER. DE METAIS LTDA,COBIX,Q,346.45,194.75,83.16,7,3,0.00,0.00,0.00,0,0
00587,COBIX INDUSTRIA E COMER. DE METAIS LTDA,COBIX,,2372.75,2462.42,591.00,42,23,937.56,1005.39,204.59,21,11
00589,ETESSADAHNIAR IND.E COM. AUTO PECAS LTDA,RAINHA DA,B,2113.40,2034.01,221.78,271,9,1030.63,916.99,157.19,137,9
00589,ETESSADAHNIAR IND.E COM. AUTO PECAS LTDA,RAINHA DA,E,12118.18,8026.33,929.37,967,29,4436.82,2750.22,359.79,423,22
00589,ETESSADAHNIAR IND.E COM. AUTO PECAS LTDA,RAINHA DA,F,12389.28,11792.78,279.88,442,24,4364.66,4473.28,-64.73,137,8
00589,ETESSADAHNIAR IND.E COM. AUTO PECAS LTDA,RAINHA DA,I,1660.28,1002.96,366.28,54,19,508.76,311.56,186.61,7,6
00589,ETESSADAHNIAR IND.E COM. AUTO PECAS LTDA,RAINHA DA,J,950.02,980.11,36.79,193,1,0.00,0.00,0.00,0,0
00589,ETESSADAHNIAR IND.E COM. AUTO PECAS LTDA,RAINHA DA,K,99725.66,77946.30,10863.03,10371,517,38809.82,29090.00,4763.75,3744,331
00589,ETESSADAHNIAR IND.E COM. AUTO PECAS LTDA,RAINHA DA,M,5456.27,5207.12,642.38,619,4,1976.95,1716.97,144.74,263,4
00589,ETESSADAHNIAR IND.E COM. AUTO PECAS LTDA,RAINHA DA,N,2974.47,2211.46,294.49,126,2,1199.35,876.59,112.35,48,2
00589,ETESSADAHNIAR IND.E COM. AUTO PECAS LTDA,RAINHA DA,O,15522.88,10337.47,1485.03,1727,37,9058.96,5594.19,932.68,1059,29
00589,ETESSADAHNIAR IND.E COM. AUTO PECAS LTDA,RAINHA DA,Q,11476.07,7790.45,639.20,1730,16,3438.16,2180.37,281.58,440,13
00589,ETESSADAHNIAR IND.E COM. AUTO PECAS LTDA,RAINHA DA,U,12605.20,8589.31,590.78,1762,4,4581.85,3125.45,182.09,577,4
00589,ETESSADAHNIAR IND.E COM. AUTO PECAS LTDA,RAINHA DA,,45959.02,41449.78,5751.93,5150,253,15168.12,13759.31,2093.47,1523,145
00604,CONTACTSUL IN.E COM.DE FIOS E CABOS LTDA,CONTACTSUL,E,885.35,543.92,239.18,2,1,0.00,0.00,0.00,0,0
00604,CONTACTSUL IN.E COM.DE FIOS E CABOS LTDA,CONTACTSUL,F,165.28,93.33,26.15,2,1,0.00,0.00,0.00,0,0
00604,CONTACTSUL IN.E COM.DE FIOS E CABOS LTDA,CONTACTSUL,K,8572.72,5277.05,2233.71,53,25,5291.46,3058.56,1525.33,22,11
00604,CONTACTSUL IN.E COM.DE FIOS E CABOS LTDA,CONTACTSUL,O,606.05,370.17,120.51,4,3,236.42,134.84,73.54,2,1
00604,CONTACTSUL IN.E COM.DE FIOS E CABOS LTDA,CONTACTSUL,Q,3047.22,1846.91,797.90,20,8,559.63,312.52,180.27,7,2
00604,CONTACTSUL IN.E COM.DE FIOS E CABOS LTDA,CONTACTSUL,U,1065.03,643.27,297.99,7,1,503.54,276.32,166.75,2,1
00604,CONTACTSUL IN.E COM.DE FIOS E CABOS LTDA,CONTACTSUL,,1789.98,1085.06,417.74,12,4,0.00,0.00,0.00,0,0
00612,FACOBRAS INDUSTRIA E COMERCIO LTDA - EPP,FACOBRAS,B,122.70,88.62,34.34,1,1,0.00,0.00,0.00,0,0
00612,FACOBRAS INDUSTRIA E COMERCIO LTDA - EPP,FACOBRAS,E,3340.80,2082.85,724.62,40,7,867.68,507.01,174.47,11,4
00612,FACOBRAS INDUSTRIA E COMERCIO LTDA - EPP,FACOBRAS,F,221.32,153.35,66.76,1,1,284.05,162.07,109.47,4,3
00612,FACOBRAS INDUSTRIA E COMERCIO LTDA - EPP,FACOBRAS,I,0.00,0.00,0.00,0,0,73.25,42.24,29.81,1,1
00612,FACOBRAS INDUSTRIA E COMERCIO LTDA - EPP,FACOBRAS,J,33.46,25.52,8.21,1,1,0.00,0.00,0.00,0,0
00612,FACOBRAS INDUSTRIA E COMERCIO LTDA - EPP,FACOBRAS,K,28970.71,19094.57,6677.73,400,141,7543.20,4834.23,1988.67,120,58
00612,FACOBRAS INDUSTRIA E COMERCIO LTDA - EPP,FACOBRAS,M,496.48,378.81,122.20,9,2,52.66,40.33,12.92,1,1
00612,FACOBRAS INDUSTRIA E COMERCIO LTDA - EPP,FACOBRAS,N,72.40,54.58,9.14,2,1,0.00,0.00,0.00,0,0
00612,FACOBRAS INDUSTRIA E COMERCIO LTDA - EPP,FACOBRAS,O,5958.96,3807.96,1419.50,71,14,801.16,444.70,235.41,21,7
00612,FACOBRAS INDUSTRIA E COMERCIO LTDA - EPP,FACOBRAS,Q,3181.92,1928.93,550.94,61,8,712.63,406.00,165.21,8,5
00612,FACOBRAS INDUSTRIA E COMERCIO LTDA - EPP,FACOBRAS,U,366.37,211.76,78.52,15,1,117.04,67.80,36.13,2,1
00612,FACOBRAS INDUSTRIA E COMERCIO LTDA - EPP,FACOBRAS,,11382.35,8441.64,2492.55,173,76,4242.85,3122.40,1037.76,60,34
00616,FLORIO INDUSTRIA COM IMP EXP LTDA,FLORIO,B,767.25,547.74,137.78,23,6,200.23,132.49,52.70,2,2
00616,FLORIO INDUSTRIA COM IMP EXP LTDA,FLORIO,E,6840.74,4725.74,971.13,188,26,2502.27,1638.41,490.90,50,18
00616,FLORIO INDUSTRIA COM IMP EXP LTDA,FLORIO,F,7188.38,4714.54,1931.71,136,40,957.86,576.41,332.29,20,11
00616,FLORIO INDUSTRIA COM IMP EXP LTDA,FLORIO,I,1074.11,588.72,457.81,15,11,1582.88,863.64,678.02,9,7
00616,FLORIO INDUSTRIA COM IMP EXP LTDA,FLORIO,K,114408.37,81768.86,23661.77,2446,624,37293.61,25529.73,8216.31,761,316
00616,FLORIO INDUSTRIA COM IMP EXP LTDA,FLORIO,M,992.97,778.58,199.84,25,4,188.02,148.64,33.11,8,2
00616,FLORIO INDUSTRIA COM IMP EXP LTDA,FLORIO,N,1213.68,1051.91,169.74,27,2,324.57,278.14,40.42,10,2
00616,FLORIO INDUSTRIA COM IMP EXP LTDA,FLORIO,O,8818.51,5992.73,1560.01,234,39,3015.01,1951.05,623.76,69,24
00616,FLORIO INDUSTRIA COM IMP EXP LTDA,FLORIO,Q,1096.05,740.32,124.15,35,8,53.12,33.34,3.46,4,1
00616,FLORIO INDUSTRIA COM IMP EXP LTDA,FLORIO,U,35.62,24.55,7.12,1,1,0.00,0.00,0.00,0,0
00616,FLORIO INDUSTRIA COM IMP EXP LTDA,FLORIO,,43978.93,32118.31,10036.88,927,217,12917.67,9477.65,3132.03,284,112
00891,CESCAR IND.COM.DE PECAS AUTOMOTIVAS LTDA,CESCAR,F,72.42,67.58,19.95,4,2,0.00,0.00,0.00,0,0
00891,CESCAR IND.COM.DE PECAS AUTOMOTIVAS LTDA,CESCAR,K,172.74,157.37,42.34,10,6,0.00,0.00,0.00,0,0
00891,CESCAR IND.COM.DE PECAS AUTOMOTIVAS LTDA,CESCAR,U,15.25,8.73,4.09,1,1,0.00,0.00,0.00,0,0
00891,CESCAR IND.COM.DE PECAS AUTOMOTIVAS LTDA,CESCAR,,482.04,427.07,72.93,29,8,188.38,159.88,24.56,12,4
00895,TSA TECNOL. EM SISTEMAS AUTOMOTIVOS LTDA,TSA,B,1528.17,988.94,356.21,30,10,658.65,442.36,148.98,11,4
00895,TSA TECNOL. EM SISTEMAS AUTOMOTIVOS LTDA,TSA,E,31663.76,24285.30,2615.02,714,39,8401.90,6133.39,948.71,196,32
